Method, Sample size, Valid configs, Defective configs, Visit configs, Evaluated configs, Time (s)
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2235, 957, 22010, 2235, 0.4268531799316406, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2235, 957, 22050, 2235, 0.28224611282348633, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2235, 957, 22090, 2235, 0.2992832660675049, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2236, 957, 22130, 2236, 0.27226996421813965, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2238, 957, 22170, 2238, 0.2563138008117676, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2240, 957, 22210, 2240, 0.292374849319458, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2240, 957, 22248, 2240, 0.2643239498138428, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2241, 958, 22288, 2241, 0.30222082138061523, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2243, 958, 22328, 2243, 0.2882568836212158, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2246, 960, 22368, 2246, 0.31494927406311035, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2249, 960, 22420, 2249, 0.37006473541259766, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2252, 960, 22458, 2252, 0.2145369052886963, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2253, 960, 22496, 2253, 0.26930785179138184, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2254, 960, 22534, 2254, 0.2678542137145996, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2256, 961, 22584, 2256, 0.3590354919433594, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2257, 961, 22622, 2257, 0.24640488624572754, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2259, 961, 22662, 2259, 0.2992682456970215, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2259, 961, 22700, 2259, 0.2403569221496582, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2259, 961, 22738, 2259, 0.2842402458190918, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2259, 961, 22778, 2259, 0.2792537212371826, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2261, 963, 22816, 2261, 0.25830912590026855, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2265, 965, 22862, 2265, 0.34868955612182617, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2268, 967, 22900, 2268, 0.26631593704223633, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2271, 969, 22940, 2271, 0.25631260871887207, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2272, 969, 22978, 2272, 0.2576127052307129, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2273, 969, 23018, 2273, 0.29720497131347656, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2277, 972, 23072, 2277, 0.47672319412231445, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2286, 976, 23124, 2286, 0.4827592372894287, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2288, 976, 23164, 2288, 0.3286905288696289, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2289, 977, 23204, 2289, 0.2996556758880615, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2291, 978, 23244, 2291, 0.30624818801879883, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2291, 978, 23282, 2291, 0.2852354049682617, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2292, 978, 23336, 2292, 0.3400893211364746, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2294, 979, 23376, 2294, 0.29025936126708984, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2295, 979, 23414, 2295, 0.28323960304260254, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2295, 979, 23454, 2295, 0.29832029342651367, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2296, 979, 23492, 2296, 0.2513096332550049, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2296, 979, 23532, 2296, 0.30158019065856934, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2298, 979, 23570, 2298, 0.2713477611541748, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2299, 980, 23608, 2299, 0.25884032249450684, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2299, 980, 23660, 2299, 0.32152843475341797, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2302, 982, 23700, 2302, 0.29919981956481934, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2302, 982, 23740, 2302, 0.2875552177429199, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2304, 983, 23794, 2304, 0.4507930278778076, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2306, 983, 23832, 2306, 0.24809980392456055, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2314, 986, 23884, 2314, 0.4383366107940674, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2315, 986, 23922, 2315, 0.25632166862487793, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2318, 988, 23974, 2318, 0.3919508457183838, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2318, 988, 24014, 2318, 0.2410283088684082, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2318, 988, 24054, 2318, 0.2343730926513672, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2319, 988, 24094, 2319, 0.2293863296508789, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2320, 988, 24132, 2320, 0.26636767387390137, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2323, 988, 24172, 2323, 0.34105968475341797, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2329, 989, 24226, 2329, 0.45382213592529297, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2331, 990, 24264, 2331, 0.25032711029052734, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2332, 990, 24316, 2332, 0.36103391647338867, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2337, 992, 24370, 2337, 0.4279639720916748, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2339, 992, 24408, 2339, 0.248335599899292, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2339, 992, 24460, 2339, 0.3690357208251953, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2353, 996, 24516, 2353, 0.4508223533630371, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2353, 996, 24556, 2353, 0.3291299343109131, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2354, 996, 24610, 2354, 0.3241603374481201, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2356, 996, 24648, 2356, 0.2513871192932129, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2357, 996, 24688, 2357, 0.2862386703491211, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2359, 996, 24728, 2359, 0.30617785453796387, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2366, 1002, 24782, 2366, 0.42987823486328125, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2368, 1002, 24822, 2368, 0.27731847763061523, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2369, 1003, 24862, 2369, 0.28221607208251953, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2371, 1005, 24900, 2371, 0.26030755043029785, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2372, 1005, 24940, 2372, 0.2643239498138428, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2376, 1006, 24992, 2376, 0.500654935836792, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2377, 1006, 25032, 2377, 0.31218934059143066, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2384, 1008, 25086, 2384, 0.4407925605773926, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2384, 1008, 25126, 2384, 0.2722759246826172, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2385, 1008, 25164, 2385, 0.25160813331604004, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2389, 1009, 25216, 2389, 0.4468071460723877, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2393, 1011, 25270, 2393, 0.4727649688720703, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2396, 1013, 25324, 2396, 0.36162543296813965, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2399, 1014, 25374, 2399, 0.3540525436401367, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2408, 1017, 25426, 2408, 0.4268214702606201, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2408, 1017, 25480, 2408, 0.3564116954803467, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2411, 1018, 25518, 2411, 0.2558441162109375, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2412, 1018, 25556, 2412, 0.2493600845336914, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2412, 1018, 25594, 2412, 0.24237799644470215, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2418, 1023, 25648, 2418, 0.44879794120788574, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2420, 1023, 25686, 2420, 0.28327250480651855, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2423, 1024, 25742, 2423, 0.37400054931640625, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2423, 1024, 25794, 2423, 0.34408044815063477, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2423, 1024, 25834, 2423, 0.27227258682250977, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2428, 1027, 25888, 2428, 0.44581174850463867, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2428, 1027, 25926, 2428, 0.25302934646606445, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2430, 1029, 25966, 2430, 0.3231484889984131, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2430, 1029, 26020, 2430, 0.4035656452178955, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2436, 1033, 26074, 2436, 0.4617645740509033, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2437, 1033, 26114, 2437, 0.3091723918914795, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2437, 1033, 26154, 2437, 0.2902235984802246, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2439, 1033, 26194, 2439, 0.3061525821685791, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2439, 1033, 26234, 2439, 0.24836301803588867, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2440, 1033, 26274, 2440, 0.2972092628479004, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2440, 1033, 26312, 2440, 0.22339916229248047, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2441, 1033, 26364, 2441, 0.39269399642944336, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2441, 1033, 26402, 2441, 0.26432108879089355, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2442, 1033, 26442, 2442, 0.2765789031982422, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2445, 1034, 26482, 2445, 0.313169002532959, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2450, 1035, 26534, 2450, 0.4318430423736572, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2452, 1035, 26586, 2452, 0.3257720470428467, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2453, 1035, 26624, 2453, 0.274261474609375, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2453, 1035, 26664, 2453, 0.24138331413269043, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2454, 1035, 26716, 2454, 0.3141603469848633, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2454, 1035, 26756, 2454, 0.24235248565673828, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2456, 1035, 26796, 2456, 0.30735158920288086, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2463, 1039, 26848, 2463, 0.45745348930358887, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2464, 1039, 26886, 2464, 0.2543206214904785, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2467, 1040, 26936, 2467, 0.31116557121276855, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2470, 1042, 26990, 2470, 0.3450748920440674, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2472, 1043, 27044, 2472, 0.3720052242279053, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2473, 1043, 27084, 2473, 0.3301103115081787, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2475, 1043, 27122, 2475, 0.2573111057281494, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2476, 1044, 27160, 2476, 0.24235010147094727, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2478, 1044, 27198, 2478, 0.29321718215942383, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2478, 1044, 27250, 2478, 0.3351471424102783, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2478, 1044, 27290, 2478, 0.30518388748168945, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2479, 1044, 27328, 2479, 0.28224635124206543, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2480, 1044, 27366, 2480, 0.2503657341003418, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2481, 1044, 27406, 2481, 0.26930713653564453, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2486, 1046, 27462, 2486, 0.47173619270324707, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2487, 1046, 27500, 2487, 0.23440146446228027, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2489, 1048, 27552, 2489, 0.3490588665008545, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2490, 1049, 27592, 2490, 0.3141899108886719, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2491, 1049, 27632, 2491, 0.32416296005249023, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2493, 1049, 27670, 2493, 0.2782886028289795, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2493, 1049, 27710, 2493, 0.2652628421783447, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2494, 1049, 27750, 2494, 0.3406381607055664, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2494, 1049, 27790, 2494, 0.28393054008483887, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2496, 1050, 27844, 2496, 0.45178937911987305, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2502, 1055, 27884, 2502, 0.30518269538879395, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2502, 1055, 27938, 2502, 0.34412240982055664, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2510, 1058, 27992, 2510, 0.4429030418395996, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2511, 1059, 28028, 2511, 0.30521106719970703, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2514, 1061, 28068, 2514, 0.280120849609375, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2517, 1061, 28108, 2517, 0.2612607479095459, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2519, 1062, 28148, 2519, 0.2676677703857422, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2522, 1062, 28186, 2522, 0.2533226013183594, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2523, 1063, 28226, 2523, 0.3121645450592041, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2524, 1064, 28280, 2524, 0.43593430519104004, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2529, 1064, 28320, 2529, 0.2333676815032959, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2535, 1064, 28374, 2535, 0.4976685047149658, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2536, 1064, 28414, 2536, 0.2702767848968506, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2539, 1065, 28452, 2539, 0.23682475090026855, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2541, 1065, 28490, 2541, 0.2373979091644287, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2542, 1065, 28528, 2542, 0.2643313407897949, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2544, 1066, 28568, 2544, 0.3370952606201172, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2549, 1068, 28608, 2549, 0.3005044460296631, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2549, 1068, 28646, 2549, 0.24238109588623047, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2550, 1068, 28684, 2550, 0.3440518379211426, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2550, 1068, 28724, 2550, 0.31578946113586426, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2550, 1068, 28764, 2550, 0.3097658157348633, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2551, 1068, 28802, 2551, 0.26927757263183594, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2552, 1068, 28842, 2552, 0.2832458019256592, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2554, 1070, 28896, 2554, 0.38499975204467773, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2556, 1071, 28934, 2556, 0.2493600845336914, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2558, 1072, 28980, 2558, 0.33208417892456055, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2560, 1073, 29020, 2560, 0.33310866355895996, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2562, 1074, 29058, 2562, 0.22841835021972656, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2563, 1074, 29098, 2563, 0.3051888942718506, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2565, 1074, 29138, 2565, 0.31550168991088867, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2567, 1075, 29190, 2567, 0.37004637718200684, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2574, 1080, 29242, 2574, 0.44081592559814453, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2574, 1080, 29280, 2574, 0.24935555458068848, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2575, 1081, 29320, 2575, 0.3001978397369385, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2576, 1081, 29358, 2576, 0.24930071830749512, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2577, 1081, 29396, 2577, 0.2732689380645752, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2578, 1082, 29434, 2578, 0.24943304061889648, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2579, 1082, 29490, 2579, 0.47793149948120117, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2582, 1085, 29542, 2582, 0.4388260841369629, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2584, 1086, 29594, 2584, 0.3251967430114746, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2585, 1086, 29648, 2585, 0.39098238945007324, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2585, 1086, 29688, 2585, 0.30524325370788574, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2596, 1092, 29742, 2596, 0.453794002532959, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2597, 1092, 29782, 2597, 0.2872328758239746, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2600, 1094, 29836, 2600, 0.41788530349731445, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2601, 1094, 29874, 2601, 0.2612731456756592, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2604, 1094, 29912, 2604, 0.28623390197753906, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2606, 1095, 29952, 2606, 0.24850106239318848, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2608, 1095, 29992, 2608, 0.26628756523132324, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2610, 1095, 30032, 2610, 0.31418776512145996, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2611, 1095, 30070, 2611, 0.26925134658813477, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2612, 1095, 30124, 2612, 0.37699103355407715, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2612, 1095, 30164, 2612, 0.23939275741577148, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2614, 1095, 30202, 2614, 0.3121929168701172, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2614, 1095, 30240, 2614, 0.26447367668151855, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2614, 1095, 30292, 2614, 0.4393885135650635, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2616, 1095, 30330, 2616, 0.30127859115600586, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2618, 1096, 30382, 2618, 0.359039306640625, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2619, 1096, 30420, 2619, 0.26574254035949707, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2619, 1096, 30460, 2619, 0.28520894050598145, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2624, 1097, 30516, 2624, 0.5051329135894775, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2625, 1098, 30554, 2625, 0.23636484146118164, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2627, 1098, 30592, 2627, 0.268937349319458, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2635, 1099, 30644, 2635, 0.4577748775482178, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2635, 1099, 30684, 2635, 0.3251311779022217, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2638, 1100, 30724, 2638, 0.24135470390319824, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2641, 1101, 30778, 2641, 0.4168567657470703, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2642, 1102, 30814, 2642, 0.26625800132751465, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2643, 1102, 30854, 2643, 0.3171508312225342, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2644, 1103, 30892, 2644, 0.23038363456726074, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2646, 1103, 30948, 2646, 0.47569918632507324, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2651, 1104, 30996, 2651, 0.4371659755706787, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2654, 1104, 31050, 2654, 0.4273102283477783, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2655, 1104, 31088, 2655, 0.26326584815979004, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2659, 1105, 31144, 2659, 0.45976996421813965, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2659, 1105, 31194, 2659, 0.28861331939697266, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2660, 1105, 31248, 2660, 0.36103367805480957, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2661, 1105, 31286, 2661, 0.2659440040588379, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2661, 1105, 31338, 2661, 0.3542041778564453, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2661, 1105, 31378, 2661, 0.2673513889312744, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2663, 1105, 31418, 2663, 0.35242605209350586, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2663, 1105, 31458, 2663, 0.2542896270751953, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2671, 1107, 31514, 2671, 0.505138635635376, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2671, 1107, 31554, 2671, 0.23480653762817383, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2672, 1108, 31592, 2672, 0.22939133644104004, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2674, 1108, 31644, 2674, 0.4208986759185791, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2674, 1108, 31682, 2674, 0.2822449207305908, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2674, 1108, 31722, 2674, 0.23935985565185547, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2678, 1108, 31762, 2678, 0.34520816802978516, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2678, 1108, 31802, 2678, 0.332108736038208, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2679, 1108, 31842, 2679, 0.2503039836883545, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2683, 1109, 31882, 2683, 0.31618809700012207, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2683, 1109, 31922, 2683, 0.26429319381713867, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2689, 1109, 31976, 2689, 0.35012030601501465, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2693, 1110, 32028, 2693, 0.4897639751434326, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2694, 1110, 32082, 2694, 0.3507344722747803, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2695, 1111, 32134, 2695, 0.3371710777282715, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2696, 1112, 32186, 2696, 0.35507774353027344, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2697, 1112, 32224, 2697, 0.25235772132873535, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2702, 1114, 32278, 2702, 0.4667520523071289, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2703, 1114, 32318, 2703, 0.2832157611846924, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2708, 1114, 32356, 2708, 0.2772853374481201, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2716, 1116, 32412, 2716, 0.49675846099853516, 
"UCT MCTS (sc:iters=1, ew=0.5)", 2340, 2716, 1116, 32452, 2716, 0.27526426315307617, 
