Run, Algorithm, StoppingCondition, Exploration Weight, ExecutionTime, Features, Valid Config, Reward, Nodes, Simulations, Configuration
5, "UCT MCTS (sc:iters=90, ew=0.5)", 90, 0.5, 1.2258524894714355, 4, True, 49, 364, 360, "['AAFMFramework', 'Win', 'System', 'Metamodels']"
6, "UCT MCTS (sc:iters=90, ew=0.5)", 90, 0.5, 1.250683307647705, 4, True, 49, 364, 360, "['AAFMFramework', 'Win', 'System', 'Metamodels']"
7, "UCT MCTS (sc:iters=90, ew=0.5)", 90, 0.5, 2.5811264514923096, 10, True, 43, 910, 900, "['lark-parser', 'setuptools', 'Win', 'System', 'ParserTechnology', 'DepMng', 'pip', 'AAFMFramework', 'Metamodels', 'Packages']"
8, "UCT MCTS (sc:iters=90, ew=0.5)", 90, 0.5, 1.2736895084381104, 4, True, 49, 364, 360, "['AAFMFramework', 'Win', 'System', 'Metamodels']"
9, "UCT MCTS (sc:iters=90, ew=0.5)", 90, 0.5, 1.039250373840332, 4, True, 49, 364, 360, "['AAFMFramework', 'Win', 'System', 'Metamodels']"
10, "UCT MCTS (sc:iters=90, ew=0.5)", 90, 0.5, 1.7535407543182373, 6, True, 47, 546, 540, "['SPLOT', 'Win', 'System', 'AAFMFramework', 'Metamodels', 'Interoperability']"
11, "UCT MCTS (sc:iters=90, ew=0.5)", 90, 0.5, 1.276618480682373, 4, True, 49, 364, 360, "['AAFMFramework', 'Win', 'System', 'Metamodels']"
12, "UCT MCTS (sc:iters=90, ew=0.5)", 90, 0.5, 1.1429977416992188, 4, True, 49, 364, 360, "['AAFMFramework', 'Win', 'System', 'Metamodels']"
13, "UCT MCTS (sc:iters=90, ew=0.5)", 90, 0.5, 4.159094333648682, 14, True, 39, 1274, 1260, "['pybind11', 'setuptools', 'DepMng', 'System', 'six', 'pip', 'Utils', 'python-sat', 'AAFMFramework', 'pkg-resources', 'Metamodels', 'Packages', 'APISolvers', 'Linux']"
14, "UCT MCTS (sc:iters=90, ew=0.5)", 90, 0.5, 2.9138360023498535, 10, True, 43, 910, 900, "['lark-parser', 'setuptools', 'DepMng', 'System', 'ParserTechnology', 'Win', 'pip', 'AAFMFramework', 'Metamodels', 'Packages']"
15, "UCT MCTS (sc:iters=90, ew=0.5)", 90, 0.5, 7.5016772747039795, 25, True, 28, 2275, 2250, "['DecisionModel', 'ParserTechnology', 'pycryptosat', 'pyglucose', 'setuptools', 'System', 'SimpleParse', 'python-sat', 'Solvers', 'Linux', 'AutomatedReasoning', 'pybind11', 'CNFModel', 'DepMng', 'six', 'pip', 'Utils', 'Lingeling', 'satispy', 'Metamodels', 'Packages', 'APISolvers', 'pyPicosat', 'AAFMFramework', 'pkg-resources']"
16, "UCT MCTS (sc:iters=90, ew=0.5)", 90, 0.5, 1.191854476928711, 4, True, 49, 364, 360, "['AAFMFramework', 'System', 'Metamodels', 'Linux']"
17, "UCT MCTS (sc:iters=90, ew=0.5)", 90, 0.5, 2.253563404083252, 9, True, 44, 819, 810, "['setuptools', 'DepMng', 'System', 'pip', 'AAFMFramework', 'pkg-resources', 'Metamodels', 'Packages', 'Linux']"
18, "UCT MCTS (sc:iters=90, ew=0.5)", 90, 0.5, 4.234585285186768, 12, True, 41, 1092, 1080, "['lark-parser', 'setuptools', 'DepMng', 'System', 'ParserTechnology', 'Win', 'pip', 'ebnf', 'antlr4-python3-runtime', 'AAFMFramework', 'Metamodels', 'Packages']"
19, "UCT MCTS (sc:iters=90, ew=0.5)", 90, 0.5, 2.2922890186309814, 8, True, 45, 728, 720, "['setuptools', 'Win', 'System', 'DepMng', 'pip', 'AAFMFramework', 'Metamodels', 'Packages']"
20, "UCT MCTS (sc:iters=90, ew=0.5)", 90, 0.5, 1.7529528141021729, 6, True, 47, 546, 540, "['SPLOT', 'Win', 'System', 'AAFMFramework', 'Metamodels', 'Interoperability']"
21, "UCT MCTS (sc:iters=90, ew=0.5)", 90, 0.5, 4.035920858383179, 15, True, 38, 1365, 1350, "['pybind11', 'setuptools', 'DepMng', 'six', 'ParserTechnology', 'System', 'Win', 'pip', 'pipdeptree', 'Utils', 'SimpleParse', 'AAFMFramework', 'pkg-resources', 'Metamodels', 'Packages']"
22, "UCT MCTS (sc:iters=90, ew=0.5)", 90, 0.5, 5.06695556640625, 18, True, 35, 1638, 1620, "['lark-parser', 'pybind11', 'UVL', 'setuptools', 'Win', 'System', 'DepMng', 'six', 'ParserTechnology', 'pycosat', 'FeatureIDE', 'Utils', 'pip', 'AAFMFramework', 'Metamodels', 'Packages', 'APISolvers', 'Interoperability']"
23, "UCT MCTS (sc:iters=90, ew=0.5)", 90, 0.5, 4.864615440368652, 15, True, 38, 1365, 1350, "['setuptools', 'SPLOT', 'DecisionModel', 'DepMng', 'System', 'ParserTechnology', 'Win', 'pip', 'pylgl', 'antlr4-python3-runtime', 'AAFMFramework', 'Metamodels', 'Packages', 'APISolvers', 'Interoperability']"
24, "UCT MCTS (sc:iters=90, ew=0.5)", 90, 0.5, 1.2472569942474365, 4, True, 49, 364, 360, "['AAFMFramework', 'System', 'Metamodels', 'Linux']"
25, "UCT MCTS (sc:iters=90, ew=0.5)", 90, 0.5, 1.3065319061279297, 4, True, 49, 364, 360, "['AAFMFramework', 'Win', 'System', 'Metamodels']"
26, "UCT MCTS (sc:iters=90, ew=0.5)", 90, 0.5, 1.2472002506256104, 4, True, 49, 364, 360, "['AAFMFramework', 'Win', 'System', 'Metamodels']"
27, "UCT MCTS (sc:iters=90, ew=0.5)", 90, 0.5, 1.1958677768707275, 4, True, 49, 364, 360, "['AAFMFramework', 'System', 'Metamodels', 'Linux']"
28, "UCT MCTS (sc:iters=90, ew=0.5)", 90, 0.5, 1.5997850894927979, 5, True, 48, 455, 450, "['Win', 'FeatureModel', 'System', 'AAFMFramework', 'Metamodels']"
29, "UCT MCTS (sc:iters=90, ew=0.5)", 90, 0.5, 1.2467782497406006, 4, True, 49, 364, 360, "['AAFMFramework', 'Win', 'System', 'Metamodels']"
0, "UCT MCTS (sc:iters=100, ew=0.5)", 100, 0.5, 3.6827545166015625, 13, True, 40, 1313, 1300, "['pybind11', 'setuptools', 'DepMng', 'System', 'Win', 'pip', 'pycosat', 'Utils', 'AAFMFramework', 'pkg-resources', 'Metamodels', 'Packages', 'APISolvers']"
1, "UCT MCTS (sc:iters=100, ew=0.5)", 100, 0.5, 1.4539906978607178, 4, True, 49, 404, 400, "['AAFMFramework', 'Win', 'System', 'Metamodels']"
2, "UCT MCTS (sc:iters=100, ew=0.5)", 100, 0.5, 1.4032516479492188, 4, True, 49, 404, 400, "['AAFMFramework', 'Win', 'System', 'Metamodels']"
3, "UCT MCTS (sc:iters=100, ew=0.5)", 100, 0.5, 2.983182907104492, 10, True, 43, 1010, 1000, "['setuptools', 'Win', 'System', 'DepMng', 'pip', 'pylgl', 'AAFMFramework', 'Metamodels', 'Packages', 'APISolvers']"
4, "UCT MCTS (sc:iters=100, ew=0.5)", 100, 0.5, 5.393580436706543, 15, True, 38, 1515, 1500, "['pybind11', 'setuptools', 'DepMng', 'System', 'Win', 'six', 'pycosat', 'pip', 'Utils', 'python-sat', 'AAFMFramework', 'satispy', 'Metamodels', 'Packages', 'APISolvers']"
5, "UCT MCTS (sc:iters=100, ew=0.5)", 100, 0.5, 1.4243268966674805, 4, True, 49, 404, 400, "['AAFMFramework', 'Win', 'System', 'Metamodels']"
6, "UCT MCTS (sc:iters=100, ew=0.5)", 100, 0.5, 1.3884999752044678, 4, True, 49, 404, 400, "['AAFMFramework', 'Win', 'System', 'Metamodels']"
7, "UCT MCTS (sc:iters=100, ew=0.5)", 100, 0.5, 1.414222002029419, 4, True, 49, 404, 400, "['AAFMFramework', 'Win', 'System', 'Metamodels']"
8, "UCT MCTS (sc:iters=100, ew=0.5)", 100, 0.5, 1.4128572940826416, 4, True, 49, 404, 400, "['AAFMFramework', 'System', 'Metamodels', 'Linux']"
9, "UCT MCTS (sc:iters=100, ew=0.5)", 100, 0.5, 7.577819347381592, 22, True, 31, 2222, 2200, "['DecisionModel', 'Win', 'MiniSAT', 'pyglucose', 'setuptools', 'System', 'pycosat', 'Solvers', 'AutomatedReasoning', 'pybind11', 'CNFModel', 'DepMng', 'FeatureModel', 'pip', 'Utils', 'satispy', 'Metamodels', 'Packages', 'APISolvers', 'pylgl', 'AAFMFramework', 'pkg-resources']"
10, "UCT MCTS (sc:iters=100, ew=0.5)", 100, 0.5, 1.3861439228057861, 4, True, 49, 404, 400, "['AAFMFramework', 'Win', 'System', 'Metamodels']"
11, "UCT MCTS (sc:iters=100, ew=0.5)", 100, 0.5, 1.1180431842803955, 4, True, 49, 404, 400, "['AAFMFramework', 'Win', 'System', 'Metamodels']"
12, "UCT MCTS (sc:iters=100, ew=0.5)", 100, 0.5, 1.405214786529541, 4, True, 49, 404, 400, "['AAFMFramework', 'Win', 'System', 'Metamodels']"
13, "UCT MCTS (sc:iters=100, ew=0.5)", 100, 0.5, 1.7911927700042725, 6, True, 47, 606, 600, "['System', 'FeatureIDE', 'AAFMFramework', 'Metamodels', 'Interoperability', 'Linux']"
14, "UCT MCTS (sc:iters=100, ew=0.5)", 100, 0.5, 5.855431318283081, 17, True, 36, 1717, 1700, "['wheel', 'pybind11', 'setuptools', 'DepMng', 'System', 'satyrn', 'pip', 'pyglucose', 'Utils', 'pylgl', 'AAFMFramework', 'pkg-resources', 'Metamodels', 'Packages', 'APISolvers', 'Linux', 'umo']"
15, "UCT MCTS (sc:iters=100, ew=0.5)", 100, 0.5, 1.8051717281341553, 5, True, 48, 505, 500, "['DecisionModel', 'Win', 'System', 'AAFMFramework', 'Metamodels']"
16, "UCT MCTS (sc:iters=100, ew=0.5)", 100, 0.5, 2.2501296997070312, 7, True, 46, 707, 700, "['SPLOT', 'Win', 'System', 'FeatureIDE', 'AAFMFramework', 'Metamodels', 'Interoperability']"
17, "UCT MCTS (sc:iters=100, ew=0.5)", 100, 0.5, 2.0824639797210693, 6, True, 47, 606, 600, "['Win', 'System', 'FeatureIDE', 'AAFMFramework', 'Metamodels', 'Interoperability']"
18, "UCT MCTS (sc:iters=100, ew=0.5)", 100, 0.5, 1.371497631072998, 4, True, 49, 404, 400, "['AAFMFramework', 'Win', 'System', 'Metamodels']"
19, "UCT MCTS (sc:iters=100, ew=0.5)", 100, 0.5, 5.252437114715576, 15, True, 38, 1515, 1500, "['pybind11', 'setuptools', 'DepMng', 'System', 'Win', 'six', 'pip', 'FeatureIDE', 'Utils', 'python-sat', 'AAFMFramework', 'Metamodels', 'Packages', 'APISolvers', 'Interoperability']"
20, "UCT MCTS (sc:iters=100, ew=0.5)", 100, 0.5, 1.7907800674438477, 5, True, 48, 505, 500, "['DecisionModel', 'Win', 'System', 'AAFMFramework', 'Metamodels']"
21, "UCT MCTS (sc:iters=100, ew=0.5)", 100, 0.5, 2.0161728858947754, 6, True, 47, 606, 600, "['Win', 'System', 'FeatureIDE', 'AAFMFramework', 'Metamodels', 'Interoperability']"
22, "UCT MCTS (sc:iters=100, ew=0.5)", 100, 0.5, 6.317067623138428, 18, True, 35, 1818, 1800, "['AutomatedReasoning', 'pybind11', 'setuptools', 'DecisionModel', 'Win', 'System', 'CNFModel', 'DepMng', 'pip', 'pyglucose', 'Utils', 'Solvers', 'Lingeling', 'AAFMFramework', 'satispy', 'Metamodels', 'Packages', 'APISolvers']"
23, "UCT MCTS (sc:iters=100, ew=0.5)", 100, 0.5, 6.1199257373809814, 18, True, 35, 1818, 1800, "['pybind11', 'setuptools', 'SPLOT', 'DecisionModel', 'Win', 'FeatureModel', 'System', 'six', 'DepMng', 'pip', 'Utils', 'pylgl', 'python-sat', 'AAFMFramework', 'Metamodels', 'Packages', 'APISolvers', 'Interoperability']"
24, "UCT MCTS (sc:iters=100, ew=0.5)", 100, 0.5, 1.4072701930999756, 4, True, 49, 404, 400, "['AAFMFramework', 'Win', 'System', 'Metamodels']"
25, "UCT MCTS (sc:iters=100, ew=0.5)", 100, 0.5, 4.580822467803955, 13, True, 40, 1313, 1300, "['setuptools', 'DepMng', 'six', 'System', 'pip', 'Utils', 'AAFMFramework', 'pkg-resources', 'Metamodels', 'Packages', 'APISolvers', 'Linux', 'umo']"
26, "UCT MCTS (sc:iters=100, ew=0.5)", 100, 0.5, 1.832693099975586, 5, True, 48, 505, 500, "['Win', 'FeatureModel', 'System', 'AAFMFramework', 'Metamodels']"
27, "UCT MCTS (sc:iters=100, ew=0.5)", 100, 0.5, 1.4471559524536133, 4, True, 49, 404, 400, "['AAFMFramework', 'Win', 'System', 'Metamodels']"
28, "UCT MCTS (sc:iters=100, ew=0.5)", 100, 0.5, 3.7095837593078613, 12, True, 41, 1212, 1200, "['pybind11', 'setuptools', 'DepMng', 'System', 'Win', 'pip', 'Utils', 'AAFMFramework', 'satispy', 'Metamodels', 'Packages', 'APISolvers']"
29, "UCT MCTS (sc:iters=100, ew=0.5)", 100, 0.5, 1.385329246520996, 4, True, 49, 404, 400, "['AAFMFramework', 'System', 'Metamodels', 'Linux']"
